ID операции	Дата аренды	ID автомобиля	ID клиента	Сумма аренды, руб.	Претензии	
732	01.07.20	A27	14	447	нет	
733	02.07.20	A37	14	353	нет	
734	02.07.20	A19	15	186	нет	
735	02.07.20	A60	9	338	нет	
736	02.07.20	A48	7	286	нет	
737	03.07.20	A56	11	322	нет	
738	03.07.20	A33	2	161	нет	
739	03.07.20	A38	4	185	нет	
740	03.07.20	A45	15	226	нет	
741	04.07.20	A23	13	447	нет	
742	04.07.20	A46	4	376	нет	
743	04.07.20	A25	1	209	нет	
744	04.07.20	A56	5	287	нет	
745	05.07.20	A9	12	383	нет	
746	05.07.20	A30	10	201	нет	
747	05.07.20	A9	8	229	нет	
748	05.07.20	A34	8	288	нет	
749	06.07.20	A22	8	448	нет	
750	06.07.20	A46	6	183	нет	
751	06.07.20	A64	4	381	нет	
752	06.07.20	A60	3	173	нет	
753	07.07.20	A32	8	275	нет	
754	07.07.20	A24	14	446	нет	
755	07.07.20	A10	12	259	нет	
756	07.07.20	A5	14	296	нет	
757	08.07.20	A23	5	219	нет	
758	08.07.20	A8	12	213	нет	
759	08.07.20	A5	4	386	нет	
760	08.07.20	A45	2	138	нет	
761	09.07.20	A10	1	178	нет	
762	09.07.20	A6	2	213	нет	
763	09.07.20	A31	8	233	нет	
764	09.07.20	A19	12	264	нет	
765	10.07.20	A8	3	347	нет	
766	10.07.20	A19	4	110	нет	
767	10.07.20	A16	4	190	нет	
768	10.07.20	A60	7	156	нет	
769	11.07.20	A23	2	348	нет	
770	11.07.20	A26	9	97	нет	
771	11.07.20	A46	8	252	нет	
772	11.07.20	A6	12	153	нет	
773	12.07.20	A32	8	100	нет	
774	12.07.20	A23	5	95	нет	
775	12.07.20	A65	2	375	нет	
776	12.07.20	A22	4	196	нет	
777	13.07.20	A59	7	394	нет	
778	13.07.20	A46	5	191	нет	
779	13.07.20	A20	15	172	нет	
780	13.07.20	A44	10	276	нет	
781	14.07.20	A26	4	381	нет	
782	14.07.20	A25	14	300	нет	
783	14.07.20	A21	11	443	нет	
784	14.07.20	A43	6	80	нет	
785	15.07.20	A15	1	354	нет	
786	15.07.20	A37	1	205	нет	
787	15.07.20	A51	3	213	нет	
788	15.07.20	A33	8	276	нет	
789	16.07.20	A25	8	254	к клиенту	
790	16.07.20	A20	7	87	нет	
791	16.07.20	A57	11	425	нет	
792	16.07.20	A29	6	426	нет	
793	17.07.20	A7	12	249	нет	
794	17.07.20	A37	2	227	нет	
795	17.07.20	A10	1	241	нет	
796	17.07.20	A53	1	278	нет	
797	18.07.20	A23	6	338	нет	
798	18.07.20	A38	2	350	нет	
799	18.07.20	A53	2	346	нет	
800	18.07.20	A4	3	85	нет	
801	19.07.20	A27	1	364	нет	
802	19.07.20	A45	15	280	нет	
803	19.07.20	A4	10	394	нет	
804	19.07.20	A30	10	196	нет	
805	20.07.20	A12	8	124	нет	
806	20.07.20	A20	15	221	нет	
807	20.07.20	A46	11	257	нет	
808	20.07.20	A4	7	205	нет	
809	21.07.20	A2	13	399	нет	
810	21.07.20	A16	2	245	нет	
811	21.07.20	A19	10	404	нет	
812	21.07.20	A11	8	174	нет	
813	22.07.20	A47	10	214	нет	
814	22.07.20	A60	4	289	нет	
815	22.07.20	A20	5	87	нет	
816	22.07.20	A41	12	390	нет	
817	23.07.20	A9	2	269	нет	
818	23.07.20	A65	2	129	нет	
819	23.07.20	A23	6	102	нет	
820	23.07.20	A50	6	94	нет	
821	24.07.20	A44	14	399	нет	
822	24.07.20	A5	10	422	нет	
823	24.07.20	A47	2	141	нет	
824	24.07.20	A33	11	432	нет	
825	25.07.20	A16	3	264	нет	
826	25.07.20	A7	13	402	нет	
827	25.07.20	A24	5	252	нет	
828	25.07.20	A8	10	233	нет	
829	26.07.20	A45	9	109	нет	
830	26.07.20	A29	8	293	нет	
831	26.07.20	A16	10	438	нет	
832	26.07.20	A24	14	197	нет	
833	27.07.20	A35	13	109	нет	
834	27.07.20	A33	9	411	нет	
835	27.07.20	A3	2	297	нет	
836	27.07.20	A58	5	78	нет	
837	28.07.20	A41	6	123	нет	
838	28.07.20	A17	9	334	нет	
839	28.07.20	A15	11	234	нет	
840	28.07.20	A63	3	431	нет	
841	29.07.20	A55	4	319	нет	
842	29.07.20	A2	13	175	нет	
843	29.07.20	A57	4	145	нет	
844	29.07.20	A47	8	376	нет	
845	30.07.20	A47	14	423	нет	
846	30.07.20	A62	13	156	нет	
847	30.07.20	A56	3	166	нет	
848	30.07.20	A23	15	262	нет	
849	31.07.20	A58	14	427	нет	
850	31.07.20	A40	1	93	нет	
851	31.07.20	A11	8	181	нет	
852	31.07.20	A51	5	96	нет	
853	01.08.20	A41	8	141	нет	
854	01.08.20	A51	13	163	нет	
855	01.08.20	A10	12	84	нет	
856	01.08.20	A53	12	301	нет	
857	02.08.20	A42	5	394	нет	
858	02.08.20	A59	5	231	нет	
859	02.08.20	A55	8	85	нет	
860	02.08.20	A13	15	323	нет	
861	03.08.20	A64	12	376	нет	
862	03.08.20	A60	6	286	нет	
863	03.08.20	A63	5	442	нет	
864	03.08.20	A35	1	298	нет	
865	04.08.20	A12	6	308	нет	
866	04.08.20	A25	3	293	нет	
867	04.08.20	A36	15	149	нет	
868	04.08.20	A46	13	194	нет	
869	05.08.20	A34	14	324	нет	
870	05.08.20	A3	15	368	нет	
871	05.08.20	A11	7	360	нет	
872	05.08.20	A44	14	134	нет	
873	06.08.20	A9	4	287	нет	
874	06.08.20	A65	5	368	нет	
875	06.08.20	A47	6	337	нет	
876	06.08.20	A23	7	389	нет	
877	07.08.20	A33	15	231	нет	
878	07.08.20	A28	15	386	нет	
879	07.08.20	A46	10	405	нет	
880	07.08.20	A64	5	393	нет	
881	08.08.20	A48	8	431	нет	
882	08.08.20	A17	1	390	нет	
883	08.08.20	A6	9	322	нет	
884	08.08.20	A44	14	281	нет	
885	09.08.20	A46	5	100	нет	
886	09.08.20	A14	3	343	нет	
887	09.08.20	A36	5	408	нет	
888	09.08.20	A45	6	389	нет	
889	10.08.20	A47	14	289	нет	
890	10.08.20	A56	4	320	нет	
891	10.08.20	A16	13	97	нет	
892	10.08.20	A4	6	273	нет	
893	11.08.20	A52	11	183	нет	
894	11.08.20	A58	8	315	нет	
895	11.08.20	A21	4	431	нет	
896	11.08.20	A36	8	105	нет	
897	12.08.20	A55	13	410	нет	
898	12.08.20	A22	6	217	нет	
899	12.08.20	A3	3	411	нет	
900	12.08.20	A5	15	393	нет	
901	13.08.20	A31	13	369	нет	
902	13.08.20	A35	8	173	нет	
903	13.08.20	A37	5	290	нет	
904	13.08.20	A19	8	259	нет	
905	14.08.20	A60	11	125	нет	
906	14.08.20	A25	14	80	нет	
907	14.08.20	A42	11	420	нет	
908	14.08.20	A24	10	273	нет	
909	15.08.20	A32	10	156	нет	
910	15.08.20	A21	10	235	нет	
911	15.08.20	A5	13	188	нет	
912	15.08.20	A42	8	86	нет	
913	16.08.20	A58	6	238	нет	
914	16.08.20	A44	11	124	нет	
915	16.08.20	A15	4	281	нет	
916	16.08.20	A25	2	91	нет	
917	17.08.20	A25	5	368	нет	
918	17.08.20	A48	14	210	нет	
919	17.08.20	A5	2	396	нет	
920	17.08.20	A19	4	142	нет	
921	18.08.20	A65	6	120	нет	
922	18.08.20	A29	1	348	нет	
923	18.08.20	A35	4	370	нет	
924	18.08.20	A42	8	308	нет	
925	19.08.20	A29	12	397	нет	
926	19.08.20	A56	1	432	нет	
927	19.08.20	A11	5	347	нет	
928	19.08.20	A43	1	270	нет	
929	20.08.20	A55	11	392	нет	
930	20.08.20	A17	13	437	нет	
931	20.08.20	A22	14	360	нет	
932	20.08.20	A14	2	212	нет	
933	21.08.20	A42	10	396	нет	
934	21.08.20	A53	9	437	нет	
935	21.08.20	A23	4	291	нет	
936	21.08.20	A18	3	120	нет	
937	22.08.20	A45	12	302	нет	
938	22.08.20	A11	6	292	нет	
939	22.08.20	A4	5	72	нет	
940	22.08.20	A60	4	281	нет	
941	23.08.20	A4	15	164	нет	
942	23.08.20	A49	3	201	нет	
943	23.08.20	A63	10	163	нет	
944	23.08.20	A1	5	431	нет	
945	24.08.20	A18	12	250	нет	
946	24.08.20	A15	10	307	нет	
947	24.08.20	A64	5	140	нет	
948	24.08.20	A24	3	394	нет	
949	25.08.20	A13	10	349	нет	
950	25.08.20	A62	12	333	нет	
951	25.08.20	A21	11	309	нет	
952	25.08.20	A13	5	277	нет	
953	26.08.20	A54	14	79	нет	
954	26.08.20	A52	2	112	нет	
955	26.08.20	A65	11	214	нет	
956	26.08.20	A54	3	321	нет	
957	27.08.20	A14	5	166	нет	
958	27.08.20	A27	9	247	нет	
959	27.08.20	A51	11	268	нет	
960	27.08.20	A10	1	349	нет	
961	28.08.20	A58	6	414	нет	
962	28.08.20	A30	3	81	нет	
963	28.08.20	A60	12	317	нет	
964	28.08.20	A51	13	406	нет	
965	29.08.20	A44	6	368	нет	
966	29.08.20	A39	15	226	нет	
967	29.08.20	A12	1	180	нет	
968	29.08.20	A33	6	196	нет	
969	30.08.20	A32	7	358	нет	
970	30.08.20	A57	12	97	нет	
971	30.08.20	A6	4	192	нет	
972	30.08.20	A53	2	104	нет	
973	31.08.20	A57	13	104	нет	
974	31.08.20	A1	7	86	нет	
975	31.08.20	A61	9	429	нет	
976	31.08.20	A35	7	200	нет	
977	01.09.20	A59	8	449	нет	
978	01.09.20	A37	1	119	нет	
979	01.09.20	A20	7	82	нет	
980	01.09.20	A11	13	128	нет	
981	02.09.20	A1	6	91	нет	
982	02.09.20	A32	4	342	нет	
983	02.09.20	A58	12	103	нет	
984	02.09.20	A21	13	84	нет	
985	03.09.20	A16	10	243	нет	
986	03.09.20	A17	3	95	нет	
987	03.09.20	A30	8	168	нет	
988	03.09.20	A35	13	436	нет	
989	04.09.20	A25	11	319	нет	
990	04.09.20	A41	15	430	нет	
991	04.09.20	A8	15	353	нет	
992	04.09.20	A27	8	87	нет	
993	05.09.20	A12	1	229	нет	
994	05.09.20	A35	6	255	нет	
995	05.09.20	A14	11	165	нет	
996	05.09.20	A34	14	286	нет	
997	06.09.20	A31	4	291	нет	
998	06.09.20	A27	2	433	нет	
999	06.09.20	A53	15	284	нет	
1000	06.09.20	A44	9	320	нет	
1001	07.09.20	A30	6	139	нет	
1002	07.09.20	A16	14	340	нет	
1003	07.09.20	A11	1	442	нет	
1004	07.09.20	A39	15	112	нет	
1005	08.09.20	A62	10	121	нет	
1006	08.09.20	A25	2	197	нет	
1007	08.09.20	A30	5	400	нет	
1008	08.09.20	A28	8	286	нет	
1009	09.09.20	A27	5	268	нет	
1010	09.09.20	A55	14	117	нет	
1011	09.09.20	A43	9	437	нет	
1012	09.09.20	A38	1	281	нет	
1013	10.09.20	A25	1	171	нет	
1014	10.09.20	A43	2	309	нет	
1015	10.09.20	A24	12	89	нет	
1016	10.09.20	A20	1	368	нет	
1017	11.09.20	A3	9	201	нет	
1018	11.09.20	A33	8	279	нет	
1019	11.09.20	A62	2	194	нет	
1020	11.09.20	A13	7	71	нет	
1021	12.09.20	A29	4	313	нет	
1022	12.09.20	A34	13	268	нет	
1023	12.09.20	A3	13	202	нет	
1024	12.09.20	A14	4	444	нет	
1025	13.09.20	A40	7	192	нет	
1026	13.09.20	A28	1	403	нет	
1027	13.09.20	A17	15	95	нет	
1028	13.09.20	A43	15	87	нет	
1029	14.09.20	A13	5	419	нет	
1030	14.09.20	A4	1	108	нет	
1031	14.09.20	A30	6	180	нет	
1032	14.09.20	A58	13	209	нет	
1033	15.09.20	A40	15	296	нет	
1034	15.09.20	A13	1	216	нет	
1035	15.09.20	A36	5	308	нет	
1036	15.09.20	A18	9	274	нет	
1037	16.09.20	A41	9	148	нет	
1038	16.09.20	A26	6	156	нет	
1039	16.09.20	A35	3	77	нет	
1040	16.09.20	A48	5	360	нет	
1041	17.09.20	A40	8	418	нет	
1042	17.09.20	A32	10	430	нет	
1043	17.09.20	A54	2	102	нет	
1044	17.09.20	A13	5	238	нет	
1045	18.09.20	A34	5	146	нет	
1046	18.09.20	A38	1	227	нет	
1047	18.09.20	A4	13	433	нет	
1048	18.09.20	A45	6	137	нет	
1049	19.09.20	A20	14	273	нет	
1050	19.09.20	A60	15	319	нет	
1051	19.09.20	A65	12	376	нет	
1052	19.09.20	A40	7	255	нет	
1053	20.09.20	A55	8	97	нет	
1054	20.09.20	A2	14	402	нет	
1055	20.09.20	A39	9	343	нет	
1056	20.09.20	A22	15	106	нет	
1057	21.09.20	A43	12	130	нет	
1058	21.09.20	A5	10	268	нет	
1059	21.09.20	A40	8	351	нет	
1060	21.09.20	A35	12	212	нет	
1061	22.09.20	A35	11	152	нет	
1062	22.09.20	A8	1	178	нет	
1063	22.09.20	A43	6	440	нет	
1064	22.09.20	A46	2	87	нет	
1065	23.09.20	A14	3	357	нет	
1066	23.09.20	A49	14	276	нет	
1067	23.09.20	A28	6	275	нет	
1068	23.09.20	A34	5	421	нет	
1069	24.09.20	A45	9	271	нет	
1070	24.09.20	A47	2	354	нет	
1071	24.09.20	A34	7	282	нет	
1072	24.09.20	A56	10	278	нет	
1073	25.09.20	A65	6	334	нет	
1074	25.09.20	A48	3	261	нет	
1075	25.09.20	A1	7	248	нет	
1076	25.09.20	A30	12	247	нет	
1077	26.09.20	A64	13	446	нет	
1078	26.09.20	A54	15	249	нет	
1079	26.09.20	A34	2	359	нет	
1080	26.09.20	A23	8	128	нет	
1081	27.09.20	A3	4	265	нет	
1082	27.09.20	A18	13	358	нет	
1083	27.09.20	A50	9	350	нет	
1084	27.09.20	A49	11	153	нет	
1085	28.09.20	A56	14	243	нет	
1086	28.09.20	A55	4	223	нет	
1087	28.09.20	A22	1	265	нет	
1088	28.09.20	A59	15	117	нет	
1089	29.09.20	A38	5	338	нет	
1090	29.09.20	A36	14	160	нет	
1091	29.09.20	A11	11	429	нет	
1092	29.09.20	A63	9	267	нет	
1093	30.09.20	A30	6	131	нет	
1094	30.09.20	A47	6	132	нет	
1095	30.09.20	A5	6	198	нет	
1096	30.09.20	A63	7	391	нет	
1097	01.10.20	A51	5	306	нет	
1098	01.10.20	A56	7	184	нет	
1099	01.10.20	A27	8	439	нет	
1100	01.10.20	A42	15	211	нет	
1101	02.10.20	A13	6	146	нет	
1102	02.10.20	A41	8	129	нет	
1103	02.10.20	A20	13	188	нет	
1104	02.10.20	A18	15	253	нет	
1105	03.10.20	A52	7	412	нет	
1106	03.10.20	A47	11	153	нет	
1107	03.10.20	A2	12	417	нет	
1108	03.10.20	A54	13	147	нет	
1109	04.10.20	A62	4	314	нет	
1110	04.10.20	A22	14	140	нет	
1111	04.10.20	A1	9	232	нет	
1112	04.10.20	A19	10	397	нет	
1113	05.10.20	A32	14	187	нет	
1114	05.10.20	A42	1	320	нет	
1115	05.10.20	A4	3	143	нет	
1116	05.10.20	A45	8	406	нет	
1117	06.10.20	A6	10	269	нет	
1118	06.10.20	A19	13	108	нет	
1119	06.10.20	A51	9	327	нет	
1120	06.10.20	A32	13	176	нет	
1121	07.10.20	A65	4	183	нет	
1122	07.10.20	A2	11	369	нет	
1123	07.10.20	A26	2	308	нет	
1124	07.10.20	A6	13	143	нет	
1125	08.10.20	A62	1	431	нет	
1126	08.10.20	A45	15	410	нет	
1127	08.10.20	A40	10	200	нет	
1128	08.10.20	A53	4	220	нет	
1129	09.10.20	A65	6	87	нет	
1130	09.10.20	A65	11	211	нет	
1131	09.10.20	A54	4	377	нет	
1132	09.10.20	A25	5	407	нет	
1133	10.10.20	A44	7	305	нет	
1134	10.10.20	A45	15	425	нет	
1135	10.10.20	A36	2	112	нет	
1136	10.10.20	A51	10	255	нет	
1137	11.10.20	A41	12	233	нет	
1138	11.10.20	A8	14	424	нет	
1139	11.10.20	A42	12	348	нет	
1140	11.10.20	A61	11	193	нет	
1141	12.10.20	A65	3	361	нет	
1142	12.10.20	A11	8	108	нет	
1143	12.10.20	A58	13	76	нет	
1144	12.10.20	A45	1	370	нет	
1145	13.10.20	A23	11	411	нет	
1146	13.10.20	A11	4	252	нет	
1147	13.10.20	A2	12	219	нет	
1148	13.10.20	A17	15	307	нет	
1149	14.10.20	A45	15	92	нет	
1150	14.10.20	A52	14	421	нет	
1151	14.10.20	A64	8	263	нет	
1152	14.10.20	A48	11	247	нет	
1153	15.10.20	A6	2	78	нет	
1154	15.10.20	A11	10	208	нет	
1155	15.10.20	A61	6	127	нет	
1156	15.10.20	A26	5	123	нет	
1157	16.10.20	A35	9	337	нет	
1158	16.10.20	A27	10	436	нет	
1159	16.10.20	A33	7	352	нет	
1160	16.10.20	A31	1	324	нет	
1161	17.10.20	A14	7	232	нет	
1162	17.10.20	A33	11	159	нет	
1163	17.10.20	A24	6	400	нет	
1164	17.10.20	A2	15	192	нет	
1165	18.10.20	A20	5	252	нет	
1166	18.10.20	A63	8	135	нет	
1167	18.10.20	A39	13	402	нет	
1168	18.10.20	A58	13	285	нет	
1169	19.10.20	A47	7	97	нет	
1170	19.10.20	A64	5	331	нет	
1171	19.10.20	A35	1	391	нет	
1172	19.10.20	A18	4	324	нет	
1173	20.10.20	A43	10	70	нет	
1174	20.10.20	A18	6	240	нет	
1175	20.10.20	A43	15	253	нет	
1176	20.10.20	A33	3	219	нет	
1177	21.10.20	A58	3	331	нет	
1178	21.10.20	A63	1	99	нет	
1179	21.10.20	A65	14	397	нет	
1180	21.10.20	A42	6	91	нет	
1181	22.10.20	A49	5	256	нет	
1182	22.10.20	A28	10	403	нет	
1183	22.10.20	A29	5	136	нет	
1184	22.10.20	A21	9	365	к компании	
1185	23.10.20	A63	3	309	нет	
1186	23.10.20	A15	13	203	нет	
1187	23.10.20	A36	15	327	нет	
1188	23.10.20	A46	8	361	нет	
1189	24.10.20	A46	11	295	нет	
1190	24.10.20	A56	1	264	нет	
1191	24.10.20	A36	3	410	нет	
1192	24.10.20	A10	4	305	нет	
1193	25.10.20	A3	12	254	нет	
1194	25.10.20	A55	1	174	нет	
1195	25.10.20	A58	3	139	нет	
1196	25.10.20	A54	2	323	нет	
1197	26.10.20	A65	15	255	нет	
1198	26.10.20	A20	11	208	нет	
1199	26.10.20	A8	7	266	нет	
1200	26.10.20	A61	14	188	нет	
1201	27.10.20	A8	12	422	нет	
1202	27.10.20	A54	10	251	нет	
1203	27.10.20	A42	13	113	нет	
1204	27.10.20	A17	2	144	нет	
1205	28.10.20	A16	7	304	нет	
1206	28.10.20	A56	15	325	нет	
1207	28.10.20	A46	1	289	нет	
1208	28.10.20	A43	5	294	нет	
1209	29.10.20	A40	15	359	нет	
1210	29.10.20	A57	3	229	нет	
1211	29.10.20	A26	14	312	нет	
1212	29.10.20	A37	7	286	нет	
1213	30.10.20	A59	15	341	нет	
1214	30.10.20	A19	13	362	нет	
1215	30.10.20	A13	4	188	нет	
1216	30.10.20	A60	15	312	нет	
1217	31.10.20	A27	9	186	нет	
1218	31.10.20	A51	3	270	нет	
1219	31.10.20	A10	12	145	нет	
1220	31.10.20	A19	2	239	нет	
1221	01.11.20	A33	2	148	нет	
1222	01.11.20	A43	7	186	нет	
1223	01.11.20	A3	11	196	нет	
1224	01.11.20	A18	10	156	нет	
1225	02.11.20	A37	5	239	нет	
1226	02.11.20	A65	11	102	нет	
1227	02.11.20	A46	12	428	нет	
1228	02.11.20	A45	10	168	нет	
1229	03.11.20	A45	9	364	нет	
1230	03.11.20	A53	9	124	нет	
1231	03.11.20	A14	8	136	нет	
1232	03.11.20	A13	10	126	нет	
1233	04.11.20	A10	15	78	нет	
1234	04.11.20	A2	8	115	нет	
1235	04.11.20	A56	2	166	нет	
1236	04.11.20	A3	5	391	нет	
1237	05.11.20	A3	5	124	нет	
1238	05.11.20	A42	15	97	нет	
1239	05.11.20	A31	2	418	нет	
1240	05.11.20	A61	5	312	нет	
1241	06.11.20	A25	2	113	нет	
1242	06.11.20	A39	8	263	нет	
1243	06.11.20	A2	14	371	нет	
1244	06.11.20	A17	13	167	нет	
1245	07.11.20	A65	14	400	нет	
1246	07.11.20	A62	5	83	нет	
1247	07.11.20	A25	6	290	нет	
1248	07.11.20	A53	15	404	нет	
1249	08.11.20	A5	2	428	нет	
1250	08.11.20	A61	4	439	нет	
1251	08.11.20	A12	12	242	нет	
1252	08.11.20	A13	11	177	нет	
1253	09.11.20	A38	7	384	нет	
1254	09.11.20	A32	2	303	нет	
1255	09.11.20	A13	2	142	нет	
1256	09.11.20	A59	3	349	нет	
1257	10.11.20	A46	3	356	нет	
1258	10.11.20	A6	11	140	нет	
1259	10.11.20	A30	1	133	нет	
1260	10.11.20	A64	6	95	нет	
1261	11.11.20	A21	4	296	нет	
1262	11.11.20	A33	13	343	нет	
1263	11.11.20	A60	3	144	нет	
1264	11.11.20	A56	1	426	нет	
1265	12.11.20	A2	5	114	нет	
1266	12.11.20	A21	6	238	нет	
1267	12.11.20	A40	9	193	нет	
1268	12.11.20	A36	10	136	нет	
1269	13.11.20	A20	11	156	нет	
1270	13.11.20	A14	15	261	нет	
1271	13.11.20	A38	4	405	нет	
1272	13.11.20	A12	9	221	нет	
1273	14.11.20	A7	15	228	нет	
1274	14.11.20	A63	14	300	нет	
1275	14.11.20	A49	1	149	нет	
1276	14.11.20	A18	6	235	нет	
1277	15.11.20	A5	5	199	нет	
1278	15.11.20	A25	8	160	нет	
1279	15.11.20	A34	12	264	нет	
1280	15.11.20	A34	9	87	нет	
1281	16.11.20	A13	12	300	нет	
1282	16.11.20	A12	11	401	нет	
1283	16.11.20	A41	2	92	нет	
1284	16.11.20	A8	1	230	нет	
1285	17.11.20	A60	2	442	нет	
1286	17.11.20	A47	6	131	нет	
1287	17.11.20	A44	9	87	нет	
1288	17.11.20	A30	15	206	нет	
1289	18.11.20	A4	13	89	нет	
1290	18.11.20	A11	8	166	нет	
1291	18.11.20	A16	8	90	нет	
1292	18.11.20	A47	8	155	нет	
1293	19.11.20	A51	7	390	нет	
1294	19.11.20	A21	11	412	нет	
1295	19.11.20	A38	1	394	нет	
1296	19.11.20	A18	9	266	нет	
1297	20.11.20	A1	12	295	нет	
1298	20.11.20	A20	4	170	нет	
1299	20.11.20	A11	4	125	нет	
1300	20.11.20	A53	15	186	нет	
1301	21.11.20	A32	13	267	нет	
1302	21.11.20	A24	2	307	нет	
1303	21.11.20	A6	14	382	нет	
1304	21.11.20	A12	7	418	нет	
1305	22.11.20	A47	11	85	нет	
1306	22.11.20	A58	15	322	нет	
1307	22.11.20	A12	5	333	нет	
1308	22.11.20	A59	7	238	нет	
1309	23.11.20	A20	14	373	нет	
1310	23.11.20	A27	5	267	нет	
1311	23.11.20	A58	10	110	нет	
1312	23.11.20	A22	13	111	нет	
1313	24.11.20	A20	13	395	нет	
1314	24.11.20	A27	14	243	нет	
1315	24.11.20	A7	15	351	нет	
1316	24.11.20	A4	10	142	нет	
1317	25.11.20	A53	14	249	нет	
1318	25.11.20	A11	10	397	нет	
1319	25.11.20	A52	13	333	нет	
1320	25.11.20	A19	6	442	нет	
1321	26.11.20	A19	15	269	к клиенту	
1322	26.11.20	A12	6	428	нет	
1323	26.11.20	A15	6	410	нет	
1324	26.11.20	A65	12	127	нет	
1325	27.11.20	A60	5	190	нет	
1326	27.11.20	A17	12	152	нет	
1327	27.11.20	A54	13	324	нет	
1328	27.11.20	A63	9	258	нет	
1329	28.11.20	A32	12	311	нет	
1330	28.11.20	A38	6	324	нет	
1331	28.11.20	A15	8	393	нет	
1332	28.11.20	A61	1	408	нет	
1333	29.11.20	A15	5	94	нет	
1334	29.11.20	A15	2	392	нет	
1335	29.11.20	A34	4	102	к компании	
1336	29.11.20	A47	4	354	нет	
1337	30.11.20	A52	5	434	нет	
1338	30.11.20	A35	8	191	нет	
1339	30.11.20	A27	1	179	нет	
1340	30.11.20	A49	3	447	нет	
1341	01.12.20	A60	1	428	нет	
1342	01.12.20	A18	4	86	нет	
1343	01.12.20	A19	13	306	нет	
1344	01.12.20	A64	12	223	нет	
1345	02.12.20	A11	15	399	нет	
1346	02.12.20	A34	15	210	нет	
1347	02.12.20	A7	5	216	нет	
1348	02.12.20	A13	11	266	нет	
1349	03.12.20	A48	6	108	нет	
1350	03.12.20	A57	11	155	нет	
1351	03.12.20	A49	3	75	нет	
1352	03.12.20	A42	15	347	нет	
1353	04.12.20	A55	11	164	нет	
1354	04.12.20	A62	1	403	нет	
1355	04.12.20	A50	7	107	нет	
1356	04.12.20	A1	6	183	нет	
1357	05.12.20	A28	15	146	нет	
1358	05.12.20	A44	14	357	нет	
1359	05.12.20	A48	7	368	нет	
1360	05.12.20	A47	14	282	нет	
1361	06.12.20	A12	6	348	нет	
1362	06.12.20	A61	7	367	нет	
1363	06.12.20	A57	7	292	нет	
1364	06.12.20	A11	1	154	нет	
1365	07.12.20	A37	9	303	нет	
1366	07.12.20	A46	13	246	нет	
1367	07.12.20	A57	5	110	нет	
1368	07.12.20	A61	6	99	нет	
1369	08.12.20	A22	11	191	нет	
1370	08.12.20	A49	3	81	нет	
1371	08.12.20	A28	10	342	нет	
1372	08.12.20	A23	13	442	нет	
1373	09.12.20	A34	4	127	нет	
1374	09.12.20	A50	10	363	нет	
1375	09.12.20	A40	12	412	нет	
1376	09.12.20	A22	1	449	нет	
1377	10.12.20	A10	15	426	нет	
1378	10.12.20	A7	9	246	нет	
1379	10.12.20	A28	13	429	нет	
1380	10.12.20	A28	3	223	нет	
1381	11.12.20	A47	7	347	нет	
1382	11.12.20	A7	3	199	нет	
1383	11.12.20	A50	11	373	нет	
1384	11.12.20	A28	6	446	нет	
1385	12.12.20	A34	1	226	нет	
1386	12.12.20	A15	11	291	нет	
1387	12.12.20	A58	5	412	нет	
1388	12.12.20	A35	12	269	нет	
1389	13.12.20	A24	2	288	нет	
1390	13.12.20	A56	7	272	нет	
1391	13.12.20	A11	10	423	нет	
1392	13.12.20	A4	10	211	нет	
1393	14.12.20	A46	2	428	нет	
1394	14.12.20	A44	5	172	нет	
1395	14.12.20	A36	13	367	нет	
1396	14.12.20	A38	14	233	нет	
1397	15.12.20	A63	14	350	нет	
1398	15.12.20	A26	13	438	нет	
1399	15.12.20	A16	5	71	нет	
1400	15.12.20	A43	7	354	нет	
1401	16.12.20	A58	5	163	нет	
1402	16.12.20	A23	10	102	нет	
1403	16.12.20	A24	1	447	нет	
1404	16.12.20	A47	1	122	нет	
1405	17.12.20	A17	6	211	нет	
1406	17.12.20	A49	12	448	нет	
1407	17.12.20	A64	10	261	нет	
1408	17.12.20	A9	7	443	нет	
1409	18.12.20	A30	13	332	нет	
1410	18.12.20	A23	15	186	нет	
1411	18.12.20	A54	6	77	нет	
1412	18.12.20	A44	4	112	нет	
1413	19.12.20	A18	6	235	нет	
1414	19.12.20	A32	3	120	нет	
1415	19.12.20	A39	13	175	нет	
1416	19.12.20	A33	13	248	нет	
1417	20.12.20	A20	13	296	нет	
1418	20.12.20	A4	12	435	нет	
1419	20.12.20	A28	9	338	нет	
1420	20.12.20	A28	5	360	нет	
1421	21.12.20	A9	15	183	нет	
1422	21.12.20	A5	15	205	нет	
1423	21.12.20	A8	5	345	нет	
1424	21.12.20	A5	3	324	нет	
1425	22.12.20	A11	8	294	нет	
1426	22.12.20	A58	1	86	нет	
1427	22.12.20	A46	6	240	нет	
1428	22.12.20	A39	15	203	нет	
1429	23.12.20	A14	14	173	нет	
1430	23.12.20	A16	14	190	нет	
1431	23.12.20	A48	7	77	нет	
1432	23.12.20	A48	7	425	нет	
1433	24.12.20	A25	5	437	нет	
1434	24.12.20	A10	13	424	нет	
1435	24.12.20	A54	8	178	нет	
1436	24.12.20	A14	10	262	нет	
1437	25.12.20	A20	2	445	нет	
1438	25.12.20	A43	9	240	нет	
1439	25.12.20	A35	6	285	нет	
1440	25.12.20	A24	14	358	нет	
1441	26.12.20	A44	2	296	нет	
